year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm,value
2022,9,1,74,Empresa,0,26900,7900,8120,32800,22000,24500,9000,9000,10860,151080
2022,12,2,58,Empresa,0,13440,13440,8120,40700,9000,30950,9000,9000,17310,150960
2022,7,2,111,Empresa,0,0,0,0,32800,24850,24500,22000,22000,24500,150650
2022,17,8,50,Empresa,0,0,0,0,113260,34490,0,2850,0,0,150600
2021,20,5,55,Empresa,0,7900,0,0,56920,22600,17310,22600,4520,10860,142710
2022,21,5,52,AS,9000,6130,6130,6340,43980,13520,18780,9040,9040,14370,136330
2020,14,6,52,Empresa,0,13440,7900,8120,81160,9000,10860,4520,4520,10860,150380
2022,10,2,78,Empresa,0,7900,7900,0,32800,22000,35360,4520,4520,35360,150360
2022,8,1,102,Empresa,0,13440,13440,8120,0,22000,24500,22000,22000,24500,150000
2022,8,1,67,Empresa,0,26900,13440,8120,0,22000,10860,22000,22000,24500,149820
2021,9,1,75,Empresa,0,13440,13440,13870,32800,9000,24500,9000,9000,24500,149550
2022,9,1,68,Empresa,0,7900,13440,6340,32800,22000,24500,9000,9000,24500,149480
2022,10,1,82,AS,6300,9750,9750,6340,32800,22000,24500,9000,4520,24500,149460
2021,30,9,45,Empresa,0,0,7900,0,59260,30660,6450,0,4520,40650,149440
2022,19,2,52,Empresa,0,15800,15800,14460,24240,9040,21720,18000,9040,12900,141000
2022,10,1,69,Empresa,0,13440,13440,8120,0,22000,24500,9000,9000,10860,110360
2022,11,1,92,Empresa,0,7900,7900,8120,7900,22000,24500,22000,9000,24500,133820
2022,11,2,63,Empresa,0,7900,7900,0,32680,26520,24500,9000,9000,24500,142000
2022,10,1,68,Empresa,0,26900,13440,8120,10700,22000,24500,22000,4520,10860,143040
2022,38,11,49,Empresa,0,0,0,0,21460,36360,47750,36360,0,0,141930
2022,11,1,64,AS,4500,13440,13440,13870,32800,9000,24500,9000,9000,10860,140410
2022,12,2,65,Empresa,0,26900,13440,13870,16340,18000,21720,18000,9000,10860,148130
2022,13,2,58,Empresa,0,0,0,0,65600,18000,17310,9040,2850,12900,125700
2022,16,2,58,Empresa,0,21340,21340,16240,0,9040,35360,13520,13520,17310,147670
2021,19,4,50,Empresa,0,7900,7900,0,65360,18080,0,18080,4520,25800,147640
2021,14,2,59,Empresa,0,13440,6130,8120,49140,11850,28050,7370,9000,14410,147510
2022,32,8,46,AS,4500,14030,6130,8120,31640,21620,14410,10220,4520,32160,147350
2021,12,1,60,Empresa,0,13440,13440,13870,16340,9000,10860,9000,9000,10860,105810
2022,7,1,80,Empresa,0,26900,13440,13870,0,22000,24500,22000,0,24500,147210
2022,19,3,60,Empresa,0,13440,13440,8120,0,18040,23760,18040,18040,23760,136640
2022,7,1,70,Empresa,0,26900,26900,13870,0,0,24500,22000,22000,10860,147030
2022,12,2,64,AS,9000,7900,7900,8120,49140,26520,0,9040,4520,24500,146640
2022,23,4,47,Empresa,0,0,0,6340,64940,18080,22900,14740,8550,10650,146200
2022,16,4,56,Empresa,0,0,0,0,56920,17820,35360,14970,7370,13550,145990
2022,16,2,56,Empresa,0,19500,15800,0,0,10490,49000,13520,9040,15840,133190
2022,20,13,42,Empresa,0,0,6130,8120,99800,2850,10860,5970,4520,6450,144700
2022,8,1,59,Empresa,0,7900,13440,8120,0,22000,24500,22000,22000,24500,144460
2022,13,2,106,Empresa,0,0,0,0,65600,18000,12900,2850,0,21720,121070
2021,9,1,57,Empresa,0,13440,13440,8120,32800,9000,24500,9000,9000,24500,143800
2022,9,1,79,Empresa,0,26900,13440,8120,0,22000,24500,9000,9000,24500,137460
2022,12,1,60,AS,9000,13440,13440,13870,16340,9000,10860,9000,9000,10860,114810
2022,19,6,48,Empresa,0,6130,0,8120,69880,5700,20820,33050,0,0,143700
2022,12,2,56,AS,6300,13440,7900,8120,40700,13520,24500,9000,9000,10860,143340
2022,9,1,139,Empresa,0,13440,13440,8120,0,22000,24500,22000,9000,24500,137000
2022,8,1,60,Empresa,0,26900,13440,13870,0,22000,24500,9000,9000,24500,143210
2021,8,1,65,Empresa,0,26900,13440,13870,0,9000,24500,22000,9000,24500,143210
2021,9,1,67,Empresa,0,13440,13440,8120,32800,9000,24500,22000,9000,10860,143160
2022,9,1,57,Empresa,0,13440,13440,8120,32800,9000,24500,22000,9000,10860,143160
2022,8,1,107,Empresa,0,7900,13440,0,32800,22000,24500,9000,9000,24500,143140
2021,12,4,45,Empresa,0,7900,7900,8120,98280,18080,0,2850,0,0,143130
2022,8,1,60,Empresa,0,26900,26900,13870,0,22000,10860,9000,9000,24500,143030
2022,8,1,120,Empresa,0,26900,26900,13870,0,9000,10860,9000,22000,24500,143030
2022,8,1,80,Empresa,0,13440,13440,27750,0,22000,10860,9000,22000,24500,142990
2022,19,4,58,Empresa,0,0,0,0,53120,19220,17310,9040,13520,24410,136620
2022,17,8,49,AS,18000,0,0,0,95920,28950,0,0,0,0,142870
2022,7,1,75,Empresa,0,26900,26900,0,0,9000,24500,22000,9000,24500,142800
2022,15,5,48,Empresa,0,7900,7900,6340,64940,35560,0,9040,4520,6450,142650
2021,10,1,91,Empresa,0,7900,13440,8120,16340,22000,24500,9000,9000,24500,134800
2022,10,1,59,Empresa,0,7900,7900,8120,32800,9000,24500,9000,9000,24500,132720
2022,10,1,59,AS,9000,26900,26900,13870,7900,4520,24500,9000,9000,10860,142450
2022,12,2,64,Empresa,0,13440,7900,8120,32800,11850,28050,24850,4520,10860,142390
2022,17,8,47,Empresa,0,0,0,0,102520,0,3550,36160,0,0,142230
2022,10,1,70,AS,9000,13440,9750,13870,0,22000,24500,22000,9000,10860,134420
2021,10,1,57,AS,6300,13440,13440,8120,16340,22000,24500,9000,4520,24500,142160
2022,13,3,56,Empresa,0,13440,7900,16240,0,35520,30950,9040,4520,24500,142110
2022,16,3,61,AS,9000,6130,7900,6340,49140,11890,28170,4520,4520,14410,142020
2021,12,2,57,Empresa,0,7900,7900,8120,49140,13520,35360,4520,4520,10860,141840
2022,23,5,45,Empresa,0,12260,20160,12680,16340,11890,28170,11890,11890,16450,141730
2022,9,1,58,AS,18000,13440,0,8120,32800,22000,24500,5970,5970,10860,141660
2022,8,1,71,Empresa,0,26900,26900,8120,0,4520,24500,22000,22000,6450,141390
2022,31,12,44,Empresa,0,13440,7900,0,53100,35870,20860,10220,0,0,141390
2022,12,2,80,Empresa,0,0,0,16240,0,18000,49000,13520,9040,35360,141160
2022,12,2,71,Empresa,0,13440,13440,8120,0,26520,21720,13520,9000,35360,141120
2020,11,2,69,Empresa,0,7900,13440,0,16340,9000,35360,22000,9000,21720,134760
2022,15,2,56,AS,6300,13440,13440,13870,16340,9000,14410,11850,9000,10860,118510
2022,18,4,46,Empresa,0,7900,7900,6340,70540,14520,3550,16190,5970,7920,140830
2022,15,4,51,Empresa,0,0,0,8120,53120,19220,30950,9000,2850,17310,140570
2022,8,1,146,Empresa,0,26900,7900,8120,0,22000,24500,22000,4520,24500,140440
2022,35,16,40,Empresa,0,0,0,0,75700,47270,0,0,4520,6450,133940
2022,14,2,65,AS,4500,13440,13440,13870,7900,9000,24500,9000,9000,10860,115510
2021,10,1,67,Empresa,0,13440,13440,8120,16340,9000,24500,9000,9000,24500,127340
2022,17,3,47,Empresa,0,15800,0,16240,49020,9040,18780,9040,9040,12900,139860
2022,18,4,42,Empresa,0,14030,14030,6340,65360,7370,6450,7370,7370,11470,139790
2022,9,1,62,Empresa,0,13440,9750,8120,0,22000,24500,22000,9000,24500,133310
2021,11,1,174,Empresa,0,7900,13440,8120,7900,22000,24500,22000,4520,10860,121240
2022,10,2,61,Empresa,0,33030,13440,27750,16340,9000,10860,9000,9000,10860,139280
2022,11,1,75,AS,9000,7900,7900,8120,0,22000,24500,22000,4520,10860,116800
2022,18,2,48,Empresa,0,26880,15800,16240,16340,9040,17310,9040,9040,12900,132590
2022,10,1,58,AS,4500,13440,13440,13870,4520,9000,24500,9000,22000,24500,138770
2022,15,2,48,Empresa,0,19500,17650,0,49140,14970,6450,9040,9040,12900,138690
2022,14,2,58,Empresa,0,26880,21340,13870,7900,18000,6450,4520,18000,21720,138680
2022,7,1,89,Empresa,0,0,0,8120,32800,22000,24500,22000,4520,24500,138440
2022,16,2,46,Empresa,0,7900,15800,8120,49140,9040,12900,9040,9040,17310,138290
2022,13,1,55,AS,4500,13440,13440,13870,16340,9000,10860,9000,9000,10860,110310
2022,29,7,41,Empresa,0,0,0,8120,48540,21620,33550,15920,0,10000,137750
2022,18,2,49,Empresa,0,7900,15800,6340,15220,13520,35360,9040,9040,12900,125120
2022,16,3,53,Empresa,0,21340,23700,21990,0,13520,10860,9000,13520,23760,137690
2022,9,1,79,Empresa,0,13440,7900,8120,32800,22000,10860,9000,9000,24500,137620
2022,8,1,89,Empresa,0,7900,7900,0,32800,22000,24500,9000,9000,24500,137600
2022,17,3,49,Empresa,0,0,0,8120,65480,14700,10860,10220,10220,17960,137560
2022,8,1,87,Empresa,0,13440,26900,8120,0,9000,24500,22000,9000,24500,137460
2022,8,1,77,Empresa,0,26900,13440,8120,0,22000,24500,9000,9000,24500,137460
2022,8,1,197,Empresa,0,13440,13440,8120,0,22000,24500,22000,9000,24500,137000
2022,8,1,117,Empresa,0,13440,13440,8120,0,22000,24500,22000,9000,24500,137000
2022,11,1,57,AS,4500,13440,13440,13870,16340,9000,24500,9000,9000,10860,123950
2022,8,1,57,Empresa,0,26900,13440,8120,0,22000,24500,9000,22000,10860,136820
2022,14,2,60,Empresa,0,0,0,0,49140,7370,35360,11850,7370,12900,123990
2022,11,1,68,AS,9000,7900,7900,8120,32800,9000,24500,9000,4520,10860,123600
2022,11,1,54,Empresa,0,9750,9750,8120,32800,9000,24500,4520,4520,10860,113820
2022,13,4,47,Empresa,0,0,0,0,81820,19530,0,4520,0,30210,136080
2021,14,2,57,Empresa,0,13440,13440,8120,0,13520,35360,13520,13520,17310,128230
2022,14,2,62,Empresa,0,21340,21340,0,0,13520,35360,13520,13520,17310,135910
2022,9,1,70,Empresa,0,13440,13440,13870,32800,9000,24500,9000,9000,10860,135910
2022,9,1,57,Empresa,0,26900,13440,13870,0,9000,24500,22000,9000,10860,129570
2022,9,1,57,Empresa,0,26900,13440,13870,0,22000,24500,9000,9000,10860,129570
2022,21,3,41,Empresa,0,21930,14030,14460,24240,13520,16450,7370,7370,10000,129370
2022,25,7,44,Empresa,0,7900,7900,8120,29360,18770,35150,14520,7370,6450,135540
2022,18,5,47,Empresa,0,13440,7900,0,53540,14740,0,13560,4520,27310,135010
2022,10,1,94,Empresa,0,9750,7900,8120,32800,9000,6450,22000,5970,24500,126490
2022,16,2,46,Empresa,0,15800,15800,8120,32800,13520,17310,9040,9040,12900,134330
2022,9,2,56,Empresa,0,13440,13440,8120,32800,9000,24500,22000,4520,6450,134270
2022,10,2,72,Empresa,0,13440,13440,13870,49140,9000,6450,9000,9000,10860,134200
2022,9,1,66,Empresa,0,13440,13440,8120,32800,4520,24500,22000,4520,10860,134200
2022,29,9,42,Empresa,0,7900,0,0,44060,24470,30210,13070,2850,11470,134030
2022,13,1,57,AS,6300,7900,7900,13870,16340,9000,24500,9000,9000,10860,114670
2021,12,2,75,Empresa,0,7900,13440,8120,0,13520,49000,18000,9000,6450,125430
2022,20,2,40,Empresa,0,14030,14030,14460,24240,9040,12900,9040,9040,12900,119680
2022,7,1,65,Empresa,0,13440,13440,13870,0,0,24500,22000,22000,24500,133750
2020,11,2,72,Empresa,0,7900,7900,8120,32800,22000,24500,4520,4520,10860,123120
2022,18,2,48,Empresa,0,14030,14030,12680,10700,14970,18780,10490,10490,18780,124950
2022,9,1,78,AS,18000,7900,7900,0,32800,22000,24500,9000,4520,6450,133070
2022,10,1,53,Empresa,0,7900,13440,6340,10700,9000,24500,22000,22000,10860,126740
2022,17,2,49,Empresa,0,21340,17650,18170,7900,18000,14370,9040,9040,17310,132820
2022,13,1,53,AS,4500,13440,13440,13870,16340,9000,10860,9000,9000,10860,110310
2022,16,4,56,Empresa,0,13440,13440,13870,12420,20850,14410,13520,13520,17310,132780
2022,13,3,60,Empresa,0,9750,7900,8120,49140,18040,10860,13520,9000,6450,132780
2022,6,1,87,Empresa,0,26900,26900,27750,0,0,24500,22000,4520,0,132570
2022,15,4,47,AS,18000,6130,0,6340,49740,32220,7920,2850,2850,6450,132500
2022,10,1,51,Empresa,0,13440,7900,8120,32800,9000,24500,9000,9000,10860,124620
2022,14,3,56,Empresa,0,13440,13440,8120,7900,11940,32580,9000,9000,21720,127140
2022,8,2,54,Empresa,0,13440,26900,8120,0,4520,24500,22000,22000,10860,132340
2022,9,1,56,Empresa,0,7900,7900,8120,32800,22000,24500,9000,9000,10860,132080
2022,12,3,50,Empresa,0,13440,7900,8120,49020,5970,21720,9000,5970,10860,132000
2022,8,1,99,Empresa,0,13440,7900,8120,0,22000,24500,22000,9000,24500,131460
2022,9,1,67,Empresa,0,13440,13440,13870,32800,9000,24500,9000,4520,10860,131430
2022,17,3,51,Empresa,0,0,0,8120,40580,17910,10860,13560,13560,26700,131290
2022,11,1,51,Empresa,0,13440,13440,8120,32800,9000,10860,9000,9000,10860,116520
2022,14,2,44,Empresa,0,7900,7900,8120,40700,9040,30950,9040,4520,12900,131070
2022,6,2,75,Empresa,0,53800,0,55500,0,0,21720,0,0,0,131020
2022,8,1,96,Empresa,0,0,0,0,32800,22000,24500,22000,4520,10860,116680
2022,23,8,43,Empresa,0,13440,13440,8120,42920,26140,6450,9000,4520,6450,130480
2022,11,1,54,AS,4500,13440,13440,13870,16340,9000,24500,9000,9000,10860,123950
2021,8,1,55,Empresa,0,26900,13440,13870,0,9000,24500,9000,9000,24500,130210
2022,9,1,65,AS,18000,9750,7900,0,32800,22000,10860,9000,9000,10860,130170
2022,17,4,45,Empresa,0,0,0,0,65360,18080,0,4520,16410,25800,130170
2022,9,1,57,Empresa,0,13440,13440,8120,32800,9000,10860,9000,9000,24500,130160
2022,8,1,55,Empresa,0,26900,26900,13870,0,9000,10860,9000,9000,24500,130030
2022,17,3,41,AS,9000,15800,15800,16240,40580,9040,0,0,9040,14370,129870
2022,13,2,51,Empresa,0,13440,13440,13870,0,9040,49000,9040,9040,12900,129770
2022,8,1,60,Empresa,0,13440,13440,13870,0,22000,24500,9000,9000,24500,129750
2021,8,1,60,Empresa,0,13440,13440,13870,0,22000,24500,9000,9000,24500,129750
2022,8,1,55,Empresa,0,13440,13440,13870,0,22000,24500,9000,9000,24500,129750
2022,13,1,52,AS,4500,13440,13440,13870,16340,9000,10860,9000,9000,10860,110310
2022,26,8,39,Empresa,0,0,0,0,66000,29480,0,5700,0,28400,129580
2022,15,4,45,Empresa,0,13440,13440,6340,43380,13560,10860,4520,4520,19350,129410
2022,17,4,41,Empresa,0,7900,7900,8120,58720,16190,0,4520,4520,21470,129340
2022,7,1,65,Empresa,0,26900,13440,0,0,9000,24500,22000,9000,24500,129340
2022,21,3,44,Empresa,0,29240,14030,8120,7900,11850,16450,13560,10220,17960,129330
2022,7,1,57,Empresa,0,0,0,8120,32800,22000,24500,22000,9000,10860,129280
2022,9,1,68,Empresa,0,13440,13440,8120,0,22000,24500,9000,9000,24500,124000
2022,8,1,75,Empresa,0,13440,13440,13870,0,22000,24500,22000,9000,10860,129110
2022,14,2,56,Empresa,0,23190,23190,0,0,14970,18780,14970,14970,18780,128850
2022,8,1,67,Empresa,0,13440,9750,8120,0,22000,24500,22000,4520,24500,128830
2022,13,5,42,Empresa,0,0,13440,0,77900,13560,0,4520,0,19350,128770
2022,9,1,56,AS,9000,7900,7900,0,32800,9000,24500,22000,4520,10860,128480
2021,8,1,51,Empresa,0,26900,26900,8120,0,4520,24500,9000,22000,6450,128390
2022,10,1,51,Empresa,0,7900,7900,8120,32800,22000,24500,4520,4520,10860,123120
2022,10,1,67,AS,4500,7900,7900,8120,32800,9000,24500,4520,4520,24500,128260
2022,18,4,46,AS,6300,13440,7900,0,40580,13560,0,13560,13560,19350,128250
2022,16,3,44,AS,9000,7900,7900,8120,51400,14700,6450,10220,4520,7920,128130
2022,19,4,42,Empresa,0,9750,7900,8120,40040,14520,17100,5970,5970,10860,120230
2022,9,1,61,Empresa,0,13440,13440,8120,0,4520,24500,22000,9000,24500,119520
2022,10,2,51,Empresa,0,0,0,0,65600,13520,0,13520,13520,21720,127880
2022,13,2,42,Empresa,0,15800,0,0,65600,9040,6450,9040,9040,12900,127870
2022,15,4,52,AS,6300,13440,0,13870,28760,19220,17310,9000,9000,10860,127760
2021,23,10,40,Empresa,0,0,7900,0,58120,13070,21510,11890,4520,10000,127010
2022,10,1,53,Empresa,0,7900,7900,8120,32800,9000,24500,9000,9000,10860,119080
2022,8,1,70,Empresa,0,13440,0,8120,32800,22000,10860,9000,5970,24500,126690
2022,9,2,53,Empresa,0,26900,13440,8120,0,11850,10860,22000,9000,24500,126670
2022,7,1,57,Empresa,0,0,0,0,0,22000,24500,22000,9000,10860,88360
2022,9,1,147,AS,18000,13440,0,8120,32800,22000,6450,9000,5970,10860,126640
2022,8,1,61,Empresa,0,0,0,8120,32800,4520,24500,9000,4520,10860,94320
2022,7,1,99,Empresa,0,13440,0,0,32800,22000,24500,4520,4520,24500,126280
2022,16,2,47,Empresa,0,19570,14030,14460,0,11850,28050,11850,11850,14410,126070
2022,8,1,53,Empresa,0,13440,13440,10050,0,22000,24500,9000,9000,24500,125930
2022,9,1,89,Empresa,0,13440,7900,13870,32800,9000,24500,9000,4520,10860,125890
2022,9,1,54,Empresa,0,13440,13440,8120,32800,9000,6450,9000,9000,24500,125750
2022,16,4,44,Empresa,0,0,0,0,56920,18080,30210,4520,4520,11470,125720
2022,9,1,54,Empresa,0,13440,13440,8120,32800,4520,24500,9000,9000,10860,125680
2022,13,1,49,AS,9000,7900,7900,8120,16340,9000,10860,9000,9000,10860,97980
2022,16,3,42,AS,6300,7900,7900,8120,51400,10220,6450,14700,4520,7920,125430
2022,8,1,52,Empresa,0,26900,13440,13870,0,9000,6450,22000,9000,24500,125160
2022,14,2,51,Empresa,0,15800,7900,8120,0,13520,35360,13520,13520,17310,125050
2022,7,1,62,Empresa,0,26900,13440,0,0,4520,24500,22000,9000,24500,124860
2022,9,1,76,AS,18000,26900,7900,10050,0,4520,24500,22000,4520,6450,124840
2022,10,1,60,AS,18000,7900,7900,8120,16340,9000,24500,22000,4520,6450,124730
2022,16,5,44,Empresa,0,0,0,6340,73380,9040,6450,10220,5700,13550,124680
2022,18,4,42,Empresa,0,0,7900,8120,37320,16410,19350,13560,9040,12900,124600
2022,16,7,42,Empresa,0,13440,7900,8120,46840,9000,10860,9000,4520,6450,116130
2022,17,4,48,Empresa,0,26900,7900,8120,13560,17550,10860,9000,9000,21510,124400
2022,9,1,52,Empresa,0,26900,13440,13870,0,9000,24500,9000,9000,10860,116570
2022,11,1,56,AS,4500,7900,7900,8120,32800,9000,24500,9000,4520,10860,119100
2022,8,1,62,Empresa,0,13440,13440,8120,0,9000,24500,22000,9000,24500,124000
2022,11,2,48,Empresa,0,0,0,0,49140,13520,24500,10490,9040,17310,124000
2022,8,1,57,Empresa,0,13440,13440,8120,0,22000,24500,9000,9000,24500,124000
2022,18,3,46,Empresa,0,7900,13440,8120,25380,14700,17960,14700,9000,6450,117650
2022,8,1,52,Empresa,0,26900,26900,0,7900,22000,10860,9000,9000,10860,123420
2022,9,1,76,Empresa,0,7900,7900,0,32800,5970,24500,9000,4520,24500,117090
2022,8,1,52,Empresa,0,13440,13440,8120,0,9000,24500,22000,22000,10860,123360
2022,22,8,46,Empresa,0,13440,7900,8120,0,32290,41510,4520,9000,6450,123230
2022,16,2,43,Empresa,0,15800,15800,16240,0,9040,35360,9040,9040,12900,123220
2022,15,5,48,Empresa,0,19570,0,21990,0,4520,38050,19220,9000,10860,123210
2022,10,1,52,AS,18000,7900,7900,8120,32800,22000,0,9000,4520,6450,116690
2022,15,2,40,Empresa,0,15800,0,8120,49140,9040,3550,9040,9040,12900,116630
2022,12,2,50,Empresa,0,14030,7900,8120,7900,22000,24500,9000,4520,10860,108830
2022,11,2,48,Empresa,0,7900,0,8120,49140,18000,0,4520,13520,21720,122920
2022,9,1,52,Empresa,0,26900,13440,13870,0,9000,10860,9000,9000,24500,116570
2022,7,1,57,Empresa,0,0,0,0,32800,9000,24500,9000,4520,10860,90680
2022,9,1,70,Empresa,0,7900,7900,8120,32800,22000,6450,22000,4520,10860,122550
2021,9,1,50,Empresa,0,13440,13440,13870,32800,9000,10860,9000,9000,10860,122270
2020,9,1,65,Empresa,0,13440,13440,13870,32800,9000,10860,9000,9000,10860,122270
2022,22,9,37,Empresa,0,14030,7900,8120,41780,19260,6450,9040,9040,6450,122070
2022,13,2,43,Empresa,0,7900,7900,8120,49140,13520,0,9040,9040,17310,121970
2022,8,1,50,Empresa,0,26900,13440,0,32800,9000,10860,9000,9000,10860,121860
2022,17,2,40,Empresa,0,23190,15800,8120,21400,9040,12900,9040,9040,12900,121430
2022,8,1,56,Empresa,0,13440,0,8120,32800,9000,24500,4520,4520,24500,121400
2022,22,9,38,Empresa,0,7900,6130,0,31600,16410,17100,4520,4520,27960,116140
2022,9,1,55,Empresa,0,7900,7900,0,32800,22000,24500,9000,4520,6450,115070
2020,15,7,46,Empresa,0,0,0,0,55280,13520,21720,13520,0,17310,121350
2022,13,1,46,AS,4500,7900,7900,8120,7900,9000,24500,9000,9000,10860,98680
2022,9,2,48,Empresa,0,34800,7900,8120,0,4520,10860,22000,22000,10860,121060
2022,11,2,54,Empresa,0,7900,7900,6340,32800,9000,28050,9000,2850,10860,114700
2022,10,1,54,Empresa,0,13440,7900,8120,32800,9000,24500,9000,4520,6450,115730
2022,10,2,37,Empresa,0,6130,6130,6340,65600,2850,3550,2850,2850,24500,120800
2022,13,5,40,Empresa,0,7900,7900,8120,61440,9000,6450,4520,4520,10860,120710
2022,13,1,47,AS,9000,7900,7900,8120,16340,9000,10860,9000,9000,10860,97980
2021,18,3,42,Empresa,0,9750,7900,8120,12420,13340,35970,11890,4520,16450,120360
2022,9,1,46,Empresa,0,7900,13440,8120,32800,9000,24500,4520,9000,10860,120140
2022,10,1,85,AS,18000,7900,7900,8120,32800,22000,7920,4520,4520,6450,120130
2022,14,4,46,Empresa,0,6130,0,6340,31600,22560,24500,9000,9000,10860,119990
2022,7,1,70,Empresa,0,7900,9750,0,0,22000,24500,22000,9000,24500,119650
2022,8,1,49,Empresa,0,13440,13440,8120,0,22000,24500,4520,9000,24500,119520
2022,9,1,57,AS,9000,13440,13440,8120,0,9000,24500,9000,22000,10860,119360
2022,11,3,39,Empresa,0,0,0,0,81940,13560,12900,7370,0,3550,119320
2022,10,1,65,AS,9000,7900,7900,8120,32800,9000,24500,4520,4520,10860,119120
2022,9,2,66,Empresa,0,7900,7900,8120,32800,9000,10860,9000,9000,24500,119080
2021,10,1,41,Empresa,0,6130,7900,6340,16340,4520,24500,5970,4520,10860,87080
2022,10,1,42,Empresa,0,13440,7900,8120,32800,4520,24500,9000,4520,6450,111250
2022,12,1,44,AS,4500,7900,7900,8120,16340,4520,24500,9000,9000,10860,102640
2021,8,1,50,Empresa,0,13440,13440,0,16340,22000,10860,9000,9000,24500,118580
2020,8,1,49,Empresa,0,13440,7900,8120,0,22000,24500,9000,9000,24500,118460
2022,8,1,49,Empresa,0,13440,7900,8120,0,22000,24500,9000,9000,24500,118460
2022,9,1,51,Empresa,0,7900,7900,8120,32800,22000,10860,9000,9000,10860,118440
